,time,obs_id,doy,mig_year,sic,day_index
499,1999-12-17,5,313,1999,0.9700000286102296,38
500,1999-12-18,5,313,1999,0.9700000286102296,39
501,1999-12-19,5,313,1999,0.959999978542328,40
502,1999-12-20,5,313,1999,0.9700000286102296,41
503,1999-12-21,5,313,1999,0.959999978542328,42
504,1999-12-22,5,313,1999,0.9800000190734864,43
505,1999-12-23,5,313,1999,0.9900000095367432,44
506,1999-12-24,5,313,1999,0.9900000095367432,45
507,1999-09-23,6,311,1999,0.3899999856948852,-45
508,1999-09-24,6,311,1999,0.4199999868869781,-44
509,1999-09-25,6,311,1999,0.4300000071525574,-43
510,1999-09-26,6,311,1999,0.4000000059604645,-42
511,1999-09-27,6,311,1999,0.4000000059604645,-41
